Encoding Id,Market,Rank,Station,Channel,Affiliate,Start Date,Start Time,Stop Date,Stop Time,Start Second,Stop Second,Seconds,Program,ISCI-20,Campaign,Advertiser,Product Name,Module Code,Phone Number,Length 
0001378977,PHOENIX,011,KSAZ,010,FOX,20200224,11:47:22,20200224,11:47:51,0000000010,0000000039,0000000045,THE REAL,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,PHOENIX,011,KSAZ,010,FOX,20200227,11:50:28,20200227,11:50:55,0000000012,0000000039,0000000045,THE REAL,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,PHOENIX,011,KSAZ,010,FOX,20200228,11:47:12,20200228,11:47:41,0000000010,0000000039,0000000045,THE REAL,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,CABLE TV,,FSA,,,20200224,19:50:14,20200224,19:50:41,0000000011,0000000038,0000000045,NBA BASKETBALL,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,CABLE TV,,FSA,,,20200225,19:59:29,20200225,19:59:57,0000000010,0000000038,0000000045,NHL HOCKEY,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001378977,CABLE TV,,FSA,,,20200226,19:59:27,20200226,19:59:56,0000000010,0000000039,0000000045,NBA BASKETBALL,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,CABLE TV,,FSA,,,20200227,00:45:18,20200227,00:45:21,0000000015,0000000012,0000000045,NBA BASKETBALL,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,CABLE TV,,FSA,,,20200227,19:52:43,20200227,19:53:09,0000000011,0000000039,0000000045,BRAD CESMAT'S FOOTBALL AZ,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,CABLE TV,,FSA,,,20200227,20:28:26,20200227,20:28:52,0000000011,0000000037,0000000045,INSIDE THE BIG EAST,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,CABLE TV,,FSA,,,20200228,19:59:13,20200228,19:59:42,0000000010,0000000039,0000000045,NBA BASKETBALL,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,CABLE TV,,FSA,,,20200229,01:46:33,20200229,01:47:02,0000000010,0000000039,0000000045,NBA BASKETBALL,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,CABLE TV,,FSA,,,20200229,12:40:48,20200229,12:41:16,0000000011,0000000039,0000000045,COLLEGE BASKETBALL,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,CABLE TV,,FSA,,,20200229,13:50:59,20200229,13:51:28,0000000010,0000000039,0000000045,COLLEGE BASKETBALL,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,CABLE TV,,FSA,,,20200229,15:27:16,20200229,15:27:45,0000000010,0000000039,0000000045,COLLEGE BASKETBALL,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,CABLE TV,,FSA,,,20200229,18:28:13,20200229,18:28:40,0000000010,0000000037,0000000045,BRAD CESMAT'S FOOTBALL AZ,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,CABLE TV,,FSA,,,20200301,12:50:12,20200301,12:50:41,0000000010,0000000039,0000000045,COLLEGE BASEBALL,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,CABLE TV,,FSA,,,20200301,16:29:32,20200301,16:29:59,0000000011,0000000038,0000000045,NHL HOCKEY,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001411261,PHOENIX,011,KAZT,007,IND,20200224,19:20:13,20200224,19:20:42,0000000010,0000000039,0000000045,FAMILY FEUD,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,PHOENIX,011,KAZT,007,IND,20200225,19:20:34,20200225,19:21:03,0000000010,0000000039,0000000045,FAMILY FEUD,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,PHOENIX,011,KAZT,007,IND,20200226,19:27:33,20200226,19:28:02,0000000010,0000000039,0000000045,FAMILY FEUD,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
0001378977,PHOENIX,011,KAZT,007,IND,20200227,19:50:28,20200227,19:50:57,0000000010,0000000039,0000000045,FAMILY FEUD,AAI929130H,Aug-19,AAI,Skills DHT,30,4808682094,30
0001411261,PHOENIX,011,KAZT,007,IND,20200228,19:20:02,20200228,19:20:31,0000000010,0000000039,0000000045,FAMILY FEUD,AAI936330H,12/15/19,AAI,Mosaic,30,4804484773,30
